FID,BPID,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Rating2023,RatingCate,FC,CreationDa,Miles,Shape__Length
1018,SYR2330,Melbourne Ave,Fayette,Salt Springs,200,17,30,7,Good,19,7/28/2023 12:00:00 AM,0.129097376066,284.963268805252
1019,SYR2331,Melrose Ave.,Teall,Hixson,100,5,25,5,Poor,19,7/11/2023 12:00:00 AM,0.12367880301,272.099312195215
1020,SYR2332,Melrose Ave.,Hixson,Cook,200,5,25,7,Good,19,7/11/2023 12:00:00 AM,0.0741761388955,163.191207604929
1021,SYR2333,Melrose Ave.,Cook,Hastings,300,5,36,7,Good,19,7/12/2023 12:00:00 AM,0.106237621137,233.730093673072
1022,SYR2334,Melrose Ave.,Hastings,Clifton,400,5,36,6,Fair,19,7/11/2023 12:00:00 AM,0.103085581801,226.793860656841
1023,SYR2335,Melrose Ave.,Clifton,Shotwell,500,5,36,7,Good,19,7/11/2023 12:00:00 AM,0.119174940614,262.226158294762
1024,SYR2336,Menlo Dr,Bennington,Walrath,100,14,27,5,Poor,19,8/21/2023 12:00:00 AM,0.0769932925859,169.732956572112
1025,SYR2337,Menlo Dr,Walrath,Filmore,200,14,27,5,Poor,19,8/21/2023 12:00:00 AM,0.0793077688763,174.883899213578
1026,SYR2338,Merrill Rd,Bellevue,Huntington,100,11,25,6,Fair,19,7/26/2023 12:00:00 AM,0.169584848965,373.292667219742
1027,SYR2339,Merrill St,Cadillac,LeMoyne,100,1,24,7,Good,19,7/20/2023 12:00:00 AM,0.140511110118,309.744311523988
1028,SYR234,Beattie St,Erie Blvd,Dakin,100,17,22,8,Good,19,7/28/2023 12:00:00 AM,0.155554594484,343.380394950509
1029,SYR2340,Merrill St,LeMoyne,D.E. @City line,200,1,24,7,Good,19,7/20/2023 12:00:00 AM,0.0916293208588,202.133666661225
1030,SYR2341,Merriman Ave,Kellogg,Oswego,100,10,25,5,Poor,19,8/21/2023 12:00:00 AM,0.10472896687,230.320231995502
1031,SYR2342,Merriman Ave,Oswego,Massena,200,10,25,9,Excellent,19,8/21/2023 12:00:00 AM,0.181156275413,398.395377189079
1032,SYR2343,Merriman Ave,Massena,Barrett,300,10,25,8,Good,19,8/21/2023 12:00:00 AM,0.126610021929,278.43787841585
1033,SYR2344,Merriman Ave,Barrett,Geddes,400,10,25,7,Good,19,8/21/2023 12:00:00 AM,0.127276622878,279.902547866591
1034,SYR2345,Merritt Ave,Valley Dr.,Crestview,0,13,28,6,Fair,19,8/21/2023 12:00:00 AM,0.224072078642,492.441789457474
1035,SYR2346,Merritt Ave,Crestview,Hopper,300,13,28,7,Good,19,8/21/2023 12:00:00 AM,0.111870532665,245.856375981016
1036,SYR2347,Mertens Ave,Wadsworth,Woodruff,100,4,27,6,Fair,19,7/5/2023 12:00:00 AM,0.058815653997,129.411784229708
1037,SYR2348,Mertens Ave,Woodruff,Oak,200,4,27,6,Fair,19,7/5/2023 12:00:00 AM,0.0611083429651,134.45658767252
1038,SYR2349,Mertens Ave,Oak,Helen,300,4,28,5,Poor,19,7/5/2023 12:00:00 AM,0.0564657362787,124.24197237401
1039,SYR235,Beattie St.,Dakin,Ridgeway,200,17,22,8,Good,19,7/28/2023 12:00:00 AM,0.100184668395,221.147244931466
1040,SYR2350,Mertens Ave,Helen,Dewitt,400,4,28,6,Fair,19,7/5/2023 12:00:00 AM,0.0560243252505,123.27125006795
1041,SYR2351,Mertens Ave,Sedgwick,Woodlawn,600,4,25,6,Fair,19,7/5/2023 12:00:00 AM,0.10093595225,222.093774011156
1042,SYR2352,Mertens Ave,Woodlawn,Wendell,700,4,25,6,Fair,19,7/5/2023 12:00:00 AM,0.060889648179,133.976018303277
1043,SYR2353,Mertens Ave,Wendell,Brattle,800,4,25,6,Fair,19,7/12/2023 12:00:00 AM,0.0621556953712,136.761931086689
1044,SYR2354,Mertens Ave,Brattle,Durston,900,4,25,6,Fair,19,7/12/2023 12:00:00 AM,0.0636724066405,140.099305596996
1045,SYR2355,Mertens Ave,Durston,Wheaton,1000,4,25,6,Fair,19,7/12/2023 12:00:00 AM,0.0565030210133,124.325722063467
1046,SYR2356,Merz Ave,Park,Farmer,100,4,35,4,Poor,19,7/5/2023 12:00:00 AM,0.0788689504681,174.119897459244
1047,SYR2357,Michaels Ave,Court,Kirkpatrick,100,1,24,6,Fair,19,7/18/2023 12:00:00 AM,0.109795097493,242.013827708871
1048,SYR2359,Midland Ave,Onondaga,Lincoln,100,10,34,8,Good,17,8/18/2023 12:00:00 AM,0.0595442003909,131.186829851396
1049,SYR236,Beattie St.,Ridgeway,Fayette St.,300,17,22,8,Good,19,7/28/2023 12:00:00 AM,0.0607072042485,134.002892523303
1050,SYR2360,Midland Ave,Lincoln,Taylor,200,10,34,9,Excellent,17,8/18/2023 12:00:00 AM,0.0976001857149,215.045146462552
1051,SYR2361,Midland Ave,Taylor,Tallman,300,10,34,9,Excellent,17,8/18/2023 12:00:00 AM,0.138496611115,305.652913874956
1052,SYR2362,Midland Ave,Tallman,Bellevue,400,12,30,6,Fair,17,8/18/2023 12:00:00 AM,0.187503270684,413.786776952473
1053,SYR2363,Midland Ave,Bellevue,Blaine,500,12,30,6,Fair,17,8/18/2023 12:00:00 AM,0.0686486327691,151.191141551677
1054,SYR2364,Midland Ave,Blaine,Castle,600,12,30,5,Poor,17,7/26/2023 12:00:00 AM,0.114114257461,251.717422829332
1055,SYR2366,Midland Ave,Cortland,Furman,800,12,30,6,Fair,17,7/26/2023 12:00:00 AM,0.0658965078439,145.359329683868
1056,SYR2367,Midland Ave,Furman,Kennedy,900,12,30,6,Fair,17,7/26/2023 12:00:00 AM,0.0855067799352,188.613778756585
1057,SYR2368,Midland Ave,Kennedy,Kirk,1000,19,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.075242313477,165.984017122492
1058,SYR2369,Midland Ave,Kirk,McLennan,1100,19,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0649174255612,143.211583917792
1059,SYR237,Beattie St.,Fayette St.,Niven,400,17,22,9,Excellent,19,7/28/2023 12:00:00 AM,0.0624723829945,137.896728177116
1060,SYR2370,Midland Ave,McLennan,Borden,1200,19,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0629429188009,138.854237120008
1061,SYR2371,Midland Ave,Borden,Beard,1300,19,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0749982575149,165.446908002219
1062,SYR2372,Midland Ave,Beard,Colvin,1400,19,30,7,Good,17,7/26/2023 12:00:00 AM,0.0920266877415,203.006958180287
1063,SYR2373,Midland Ave,Colvin,Fage,1500,19,30,7,Good,17,7/26/2023 12:00:00 AM,0.0678191392664,149.604544360468
1064,SYR2374,Midland Ave,Fage,Fernwood,1600,19,30,8,Good,17,7/26/2023 12:00:00 AM,0.0592438318274,130.684937993361
1065,SYR2375,Midland Ave,Fernwood,Warner,1700,19,30,7,Good,17,7/26/2023 12:00:00 AM,0.0306667379749,67.6464346385073
1066,SYR2376,Midland Ave,Warner,Forest,1800,19,30,7,Good,17,7/26/2023 12:00:00 AM,0.0729211946622,160.852174122387
1067,SYR2377,Midland Ave,Forest,Brighton,1900,19,30,6,Fair,17,7/26/2023 12:00:00 AM,0.067777944918,149.505489884169
1068,SYR2378,Midland Ave,Brighton,Lafayette,2000,19,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0740256996026,163.283971134156
1069,SYR2379,Midland Ave,Lafayette,Corning,2100,14,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0602445032716,132.883245391539
1070,SYR238,Beattie St.,Niven,Didama,500,17,22,9,Excellent,19,7/28/2023 12:00:00 AM,0.0639659657304,141.191959399812
1071,SYR2380,Midland Ave,Corning,W. Newell,2200,14,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.055315030321,122.010473321052
1072,SYR2381,Midland Ave,W. Newell,Pleasant,2300,14,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.05998557355,132.340398425622
1073,SYR2382,Midland Ave,Pleasant,Calthrop,2400,14,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0616735803165,136.063140628257
1074,SYR2383,Midland Ave,Calthrop,Primrose,2500,14,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0575341549166,126.928855236344
1075,SYR2384,Midland Ave,Primrose,Ostrander,2600,14,30,9,Excellent,17,7/26/2023 12:00:00 AM,0.0564397696285,124.512691297604
1076,SYR2385,Midland Ave,Ostrander,Matson,2700,14,30,7,Good,17,7/26/2023 12:00:00 AM,0.0727571845782,160.508486367845
1077,SYR2386,Midland Ave,Matson,Hall,2800,14,30,7,Good,17,7/26/2023 12:00:00 AM,0.0491639000925,108.458387905923
1078,SYR2387,Midland Ave,Hall,Belle,2900,14,30,6,Fair,17,7/26/2023 12:00:00 AM,0.0601468186131,132.685714616084
1079,SYR2388,Midland Ave,Belle,Ballantyne,3000,14,30,7,Good,17,7/26/2023 12:00:00 AM,0.0556514613425,122.767247973225
1080,SYR2389,Midland Ave,Ballantyne,W. Glen,3400,14,34,8,Good,17,7/26/2023 12:00:00 AM,0.353177744981,779.071738075115
1081,SYR239,Beattie St.,Didama,Salt Springs,600,17,22,9,Excellent,19,7/28/2023 12:00:00 AM,0.0721048900846,159.153766051838
1082,SYR2390,Midland Ave,W. Glen,Floral Pkwy,3500,14,34,8,Good,17,7/26/2023 12:00:00 AM,0.20631023222,455.069157746159
1083,SYR2391,Midland Ave,Floral Pkwy,Seneca Tnpk,3800,14,34,8,Good,17,7/26/2023 12:00:00 AM,0.0840930970071,185.481950943641
1084,SYR2392,Midler Ave N,James,Tyson,100,5,36,7,Good,16,7/24/2023 12:00:00 AM,0.132693955972,293.001083160551
1085,SYR2393,Midler Ave N,Tyson,Coughlin,200,4,36,7,Good,16,7/24/2023 12:00:00 AM,0.197395009084,435.890885218815
1086,SYR2394,Midler Ave N,Coughlin,City line,300,4,36,7,Good,16,7/24/2023 12:00:00 AM,0.174223508764,384.737894003552
1087,SYR2395,"Midler Ave., S.",James,Northcliffe,100,5,34,9,Excellent,16,5/31/2023 12:00:00 AM,0.172139642005,380.067442323795
1088,SYR2396,"Midler Ave., S.",Northcliffe,Glencove,200,5,34,9,Excellent,16,5/31/2023 12:00:00 AM,0.156847269651,346.310694058578
1089,SYR2397,"Midler Ave., S.",Glencove,Sunnycrest,300,5,34,9,Excellent,16,5/31/2023 12:00:00 AM,0.156694321805,345.960541659907
1090,SYR2398,"Midler Ave., S.",Sunnycrest,Caleb,400,5,34,9,Excellent,16,5/31/2023 12:00:00 AM,0.126094255396,278.389967307991
1091,SYR2399,"Midler Ave., S.",Caleb,Burnet,500,5,36,9,Excellent,16,5/31/2023 12:00:00 AM,0.107961787587,238.350839120634
1092,SYR24,"Adams St., E.",Townsend,McBride,500,15,64,7,Good,14,8/23/2023 12:00:00 AM,0.0853981301183,187.811583073922
1093,SYR240,Beaumont Pl.,Doll Pkwy,Barrington,100,17,35,6,Fair,19,7/28/2023 12:00:00 AM,0.0632842749672,139.196448931847
1094,SYR2400,"Midler Ave., S.",Burnet,Erie Blvd,600,5,40,9,Excellent,16,7/24/2023 12:00:00 AM,0.345447090923,762.61185405362
1095,SYR2401,Milburn Dr,Valley Dr.,Cortland Pl.,0,13,24,8,Good,19,8/22/2023 12:00:00 AM,0.229028787309,503.933387161479
1096,SYR2402,Milburn Dr,Cortland Pl.,Seneca Tnpk,300,13,24,6,Fair,19,8/22/2023 12:00:00 AM,0.100461619611,221.568420493735
1097,SYR2403,Mildred Ave.,James,George,200,4,25,4,Poor,19,7/12/2023 12:00:00 AM,0.217962565738,480.071455007987
1098,SYR2404,Mildred Ave.,George,Teall,300,4,25,4,Poor,19,7/12/2023 12:00:00 AM,0.175690723059,386.974244532268
1099,SYR2405,Miles Ave,Lennox,Jerome,100,17,36,7,Good,19,8/2/2023 12:00:00 AM,0.132709499185,292.87146633791
1100,SYR2406,Miles Ave,Jerome,Kensington Rd,200,17,36,7,Good,19,8/2/2023 12:00:00 AM,0.116168640279,256.359846964736
1101,SYR2407,Miles Ave,Kensington Rd,Broad,300,17,36,6,Fair,19,8/2/2023 12:00:00 AM,0.0839188400842,185.169122865936
1102,SYR2408,Milford Ct,Milford Dr. E.,dead end,100,5,21,8,Good,19,6/27/2023 12:00:00 AM,0.0575944358369,126.761988798124
1103,SYR2409,Milford Dr E,James,Northcliffe,100,5,24,8,Good,19,6/27/2023 12:00:00 AM,0.134590147416,297.184182364473
1104,SYR241,Becker St.,Pond,Craig,100,3,19,7,Good,19,7/19/2023 12:00:00 AM,0.0852619484489,187.782550634019
1105,SYR2410,Milford Dr E,Northcliffe,Roxbury,200,5,24,8,Good,19,6/27/2023 12:00:00 AM,0.0665990682741,146.935919224722
1106,SYR2411,Milford Dr W,James,Northcliffe,100,5,29,8,Good,19,6/27/2023 12:00:00 AM,0.134431741189,296.833983919363
1107,SYR2412,Milford Dr W,Northcliffe,Roxbury,200,5,29,8,Good,19,6/27/2023 12:00:00 AM,0.0845698533693,186.387954426552
1108,SYR2413,Milnor Ave,Seeley,Ball,100,17,23,7,Good,19,7/28/2023 12:00:00 AM,0.17764915998,390.734193475277
1109,SYR2414,Milnor Ave,Ball,Salisbury Pk.,200,17,23,7,Good,19,7/28/2023 12:00:00 AM,0.130089771035,286.129345140258
1110,SYR2415,Milton Ave,Tompkins,Ulster,100,8,35,9,Excellent,17,7/12/2023 12:00:00 AM,0.0945975290501,208.649989080363
1111,SYR2416,Milton Ave,Ulster,Schuyler,200,7,35,9,Excellent,17,7/12/2023 12:00:00 AM,0.0946337763237,208.73155854743
1112,SYR2417,Milton Ave,Schuyler,Hamilton,300,7,35,9,Excellent,17,7/12/2023 12:00:00 AM,0.0754128167768,166.340530033851
1113,SYR2418,Milton Ave,Hamilton,Cayuga,400,7,35,9,Excellent,17,7/12/2023 12:00:00 AM,0.0760988367642,167.854628602107
1114,SYR2419,Milton Ave,Cayuga,Genesee,500,7,35,9,Excellent,17,7/12/2023 12:00:00 AM,0.0754708146631,166.472002550875
1115,SYR242,Beech St S,Erie Blvd.,Washington,100,16,30,7,Good,19,7/25/2023 12:00:00 AM,0.0843413651587,186.176698781838
1116,SYR2420,Milton Ave,Genesee,Erie St.,600,7,35,5,Poor,17,7/12/2023 12:00:00 AM,0.0758962694139,167.414577233548
1117,SYR2421,Milton Ave,Erie St.,Herkimer,700,7,35,5,Poor,17,7/12/2023 12:00:00 AM,0.0751957372428,165.871001031274
1118,SYR2422,Milton Ave,Herkimer,Lewis,800,7,35,7,Good,17,7/12/2023 12:00:00 AM,0.113368928214,250.080943815184
1119,SYR2423,Milton Ave,Lewis,Essex,900,7,35,5,Poor,17,7/12/2023 12:00:00 AM,0.114446987501,252.46412616755
1120,SYR2424,Milton Ave,Essex,Emerson,1000,7,35,6,Fair,17,7/12/2023 12:00:00 AM,0.0968888774872,213.750600267264
1121,SYR2425,Milton Ave,Emerson,Willis,1100,7,35,6,Fair,17,7/12/2023 12:00:00 AM,0.168853137665,371.584856130315
1122,SYR2426,Milton Ave,Willis,West End Dr.,1200,7,35,5,Poor,17,7/12/2023 12:00:00 AM,0.0544655785098,119.858318415451
1123,SYR2427,Milton Ave,West End Dr.,Avery,1300,7,35,6,Fair,16,7/12/2023 12:00:00 AM,0.0807779693993,177.778313566669
1124,SYR2428,Mineola Dr,Crawford,Scott,100,17,28,6,Fair,19,8/2/2023 12:00:00 AM,0.0988085591633,217.510927555924
1125,SYR2429,Minerva St,S. Salina,dead end,100,14,27,7,Good,19,8/21/2023 12:00:00 AM,0.116510537909,256.071760045291
1126,SYR243,Beech St S,Washington,Fayette St.,200,16,30,6,Fair,19,7/25/2023 12:00:00 AM,0.0566673249676,125.08642344772
1127,SYR2430,Mitchell Ave,Lynch,Armstrong,400,13,30,8,Good,19,7/26/2023 12:00:00 AM,0.0536176125679,118.28645794427
1128,SYR2431,Mitchell Ave,Armstrong,Cornell,200300,13,30,9,Excellent,19,7/26/2023 12:00:00 AM,0.167721317006,370.000042786864
1129,SYR2432,Mitchell Ave,Cornell,South,100,13,30,8,Good,19,7/26/2023 12:00:00 AM,0.0704090766541,155.205916514164
1130,SYR2433,Monroe St,Renwick,Almond,100,15,27,4,Poor,19,8/14/2023 12:00:00 AM,0.0677175942131,148.925680045132
1131,SYR2434,Montana St,Fellows,Westmoreland,100,17,30,6,Fair,19,8/2/2023 12:00:00 AM,0.0603728370212,132.759615864944
1132,SYR2435,Montana St.,Westmoreland,Cumberland,200,17,30,6,Fair,19,8/2/2023 12:00:00 AM,0.0590778879866,129.912512405966
1133,SYR2436,Montana St.,Cumberland,Meadowbrook,300,17,30,6,Fair,19,8/2/2023 12:00:00 AM,0.0645032893729,141.842375873262
1134,SYR2437,Montana St.,Meadowbrook,Crawford,400,17,30,6,Fair,19,8/2/2023 12:00:00 AM,0.064456978229,141.78421497627
1135,SYR2438,Montgomery St,Erie Blvd.,Washington,100,15,46,9,Excellent,19,8/23/2023 12:00:00 AM,0.0935819524624,206.574842337586
1136,SYR2439,Montgomery St,Washington,Fayette,200,15,30,9,Excellent,17,8/23/2023 12:00:00 AM,0.0606046222553,133.777600828565
1137,SYR244,Beech St. S,Fayette St.,Genesee,300,16,24,6,Fair,19,7/25/2023 12:00:00 AM,0.0946509566276,208.926775108788
1138,SYR2440,Montgomery St,Fayette,Jefferson,300,15,38,9,Excellent,17,8/23/2023 12:00:00 AM,0.112096619166,247.435304045753
1139,SYR2441,Montgomery St,Jefferson,Madison,400,15,45,9,Excellent,17,8/23/2023 12:00:00 AM,0.107127154425,236.448470041157
1140,SYR2442,Montgomery St,Madison,Harrison,500,15,45,9,Excellent,17,8/23/2023 12:00:00 AM,0.0831078934867,183.438553577988
1141,SYR2443,Montgomery St,Harrison,Adams,600,15,45,9,Excellent,17,8/23/2023 12:00:00 AM,0.105112841489,232.003648089381
1142,SYR2445,Montgomery St,New,Taylor,800,9,0,5,Poor,19,8/18/2023 12:00:00 AM,0.0929704227501,205.188977631127
1143,SYR2446,Montgomery St,Taylor,Burt,900,18,30,5,Poor,19,8/18/2023 12:00:00 AM,0.0748431631695,165.178582837061
1144,SYR2447,Montgomery St,Burt,Raynor,1000,18,30,4,Poor,19,8/18/2023 12:00:00 AM,0.188828381804,416.730116356563
1145,SYR2448,Monticello Dr  N,Seneca Tnpk,Orlando,100,14,28,6,Fair,19,8/2/2023 12:00:00 AM,0.118605030073,261.602592995317
1146,SYR2449,Monticello Dr  N,Orlando,Clarence,200,14,28,6,Fair,19,8/2/2023 12:00:00 AM,0.165332407273,364.675115611907
1147,SYR245,Beech St. S,Genesee,Madison,400,16,24,7,Good,19,7/25/2023 12:00:00 AM,0.177909700688,391.998540526888
1148,SYR2450,Monticello Dr  N,Clarence,E. Glen,400,14,28,7,Good,19,8/2/2023 12:00:00 AM,0.0806843064992,177.973990656033
1149,SYR2453,Monticello Dr S,Seneca Tnpk,Phelps Pl.,100,14,26,9,Excellent,19,8/21/2023 12:00:00 AM,0.107349023826,236.77142643882
1150,SYR1041,Edgemont Dr,Kimber Rd.,Hadden Rd.,100,17,25,6,Fair,19,8/1/2023 12:00:00 AM,0.202287106401,444.897860987098
1151,SYR2503,Nichols Ave.,Northcliffe,Glencove,200,5,25,7,Good,19,5/31/2023 12:00:00 AM,0.15711205887,346.897012870208
1152,SYR1545,Grant Blvd.,Pond,Culbert,2300,1,36,8,Good,16,7/14/2023 12:00:00 AM,0.140450838369,309.113071576552
1153,SYR1042,Edgemont Dr,Hadden Rd.,Lockwood Rd.,200,17,25,7,Good,19,8/1/2023 12:00:00 AM,0.237907312891,523.641872461737
1154,SYR2504,Nichols Ave.,Glencove,Sunnycrest,300,5,25,8,Good,19,5/31/2023 12:00:00 AM,0.156686994152,345.945977583301
1155,SYR1546,Grant Blvd.,Culbert,Kirkpatrick,2400,1,36,8,Good,16,7/18/2023 12:00:00 AM,0.0571986250228,125.887101665558
1156,SYR1043,Edgewood Ave,Elmwood,Fairfield,100,13,26,6,Fair,19,7/26/2023 12:00:00 AM,0.0563499676925,124.284511519707
1157,SYR2505,Nichols Ave.,Sunnycrest,Caleb,400,5,25,8,Good,19,5/31/2023 12:00:00 AM,0.111450215526,246.060264545765
1158,SYR1547,Grant Blvd.,Kirkpatrick,Danforth,2500,1,36,7,Good,16,7/7/2023 12:00:00 AM,0.0976879312282,215.00053913355
1159,SYR1044,Edgewood Ave,Fairfield,Hutchinson,200,13,26,6,Fair,19,7/26/2023 12:00:00 AM,0.0607677235484,134.066325817975
1160,SYR1548,Grant Blvd.,Danforth,Court,2600,1,36,4,Poor,16,7/18/2023 12:00:00 AM,0.0957957730299,210.837881108898
1161,SYR2506,Nichols Ave.,Caleb,Burnet,500,5,25,6,Fair,19,5/31/2023 12:00:00 AM,0.146882698612,324.278157511203
1162,SYR1045,Edgewood Ave,Hutchinson,Lynch,300,13,26,6,Fair,19,7/26/2023 12:00:00 AM,0.0897340728434,197.968080814035
1163,SYR2507,Niven St,Beattie,Candee,100,17,30,6,Fair,19,7/28/2023 12:00:00 AM,0.161493808731,355.200401555873
1164,SYR1549,Grant Blvd.,Court,Turtle,2700,1,36,7,Good,16,7/7/2023 12:00:00 AM,0.0933681038412,205.494981035288
1165,SYR1048,Edison St,Geddes,Liberty,200,2,0,6,Fair,19,8/22/2023 12:00:00 AM,0.163450019733,359.544673045766
1166,SYR2508,Niven St,Candee,Seeley,200,17,30,7,Good,19,7/28/2023 12:00:00 AM,0.0687200471048,151.147793632127
1167,SYR155,"Avery Ave., N.",Chemung,Kincaid,1100,7,36,6,Fair,17,7/12/2023 12:00:00 AM,0.0880478920567,194.23257335661
1168,SYR105,Arnold Ave.,Thurber,Holmes,100,19,26,6,Fair,19,8/14/2023 12:00:00 AM,0.146979762805,324.275897938256
1169,SYR2509,Norman Ave,Academy Pl.,dead end,100,13,27,8,Good,19,11/7/2023 12:00:00 AM,0.073301017678,161.084906583542
1170,SYR1550,Grant Blvd.,Turtle,Bear,2800,1,36,7,Good,16,7/19/2023 12:00:00 AM,0.0882613259885,194.360789960061
1171,SYR1050,Edna Rd,Gary,Hayes,100200,14,27,6,Fair,19,8/21/2023 12:00:00 AM,0.255389443271,561.151797054205
1172,SYR251,"Beech St.,N.",Burnet,Hawley,300,6,36,3,Very Poor,19,7/6/2023 12:00:00 AM,0.187790663826,414.557150739053
1173,SYR2510,Normanor Dr,Chaffee,Academy Pl.,100,13,26,6,Fair,19,8/21/2023 12:00:00 AM,0.177232858498,390.573729026176
1174,SYR1551,Grant Blvd.,Bear,LeMoyne,2900,1,36,7,Good,16,7/19/2023 12:00:00 AM,0.0905743403291,199.468893137017
1175,SYR1051,Edtim Rd,Village Dr.,Eastwood Rd.,100,4,32,6,Fair,19,7/12/2023 12:00:00 AM,0.146634167635,322.970653341487
1176,SYR2511,North Ave.,James,Arnett,100,4,18,7,Good,19,7/24/2023 12:00:00 AM,0.0902839802636,199.35498799693
1177,SYR1552,Grant Blvd.,LeMoyne,Wolf,3000,1,36,5,Poor,16,7/19/2023 12:00:00 AM,0.0903974941567,199.077801027793
1178,SYR2512,North Ave.,Arnett,Cowie,200,4,0,6,Fair,19,7/24/2023 12:00:00 AM,0.216048130212,477.068168128138
1179,SYR1052,"Edwards Ave.,N.",James,Tyson,100,5,29,7,Good,19,7/24/2023 12:00:00 AM,0.132487178344,292.540062193961
1180,SYR1553,Grant Blvd.,Wolf,Hiawatha,3100,1,36,6,Fair,17,7/19/2023 12:00:00 AM,0.146163281845,321.899425157954
1181,SYR2513,North Ave.,Cowie,Beacon,300,4,0,5,Poor,19,7/24/2023 12:00:00 AM,0.0593553216169,131.070064596749
1182,SYR1053,"Edwards Ave.,N.",Tyson,Coughlin,200,4,29,6,Fair,19,7/24/2023 12:00:00 AM,0.197402886156,435.907635702069
1183,SYR1555,Grassman Ave,Butternut,dead end,100,3,11,9,Excellent,19,7/5/2023 12:00:00 AM,0.065178550874,143.519273775847
1184,SYR2514,Northcliffe Rd,Hickock,Stafford,100,5,0,8,Good,19,5/31/2023 12:00:00 AM,0.0695933422474,153.113637861811
1185,SYR1054,"Edwards Ave.,N.",Coughlin,City Line,300,4,29,5,Poor,19,7/24/2023 12:00:00 AM,0.173655116926,383.483831663654
1186,SYR1556,Graves St,Seward,Highland St,100,4,27,6,Fair,19,7/5/2023 12:00:00 AM,0.0518444253957,114.054171306232
1187,SYR2515,Northcliffe Rd,Stafford,Forest Hill,200,5,0,8,Good,19,5/31/2023 12:00:00 AM,0.072815687235,160.203891430672
1188,SYR1055,"Edwards Ave.,S.",James,Northcliffe,100,5,24,8,Good,19,5/31/2023 12:00:00 AM,0.171135242894,377.869092156889
1189,SYR1557,Graves St,Highland St,Beecher,200,4,27,5,Poor,19,7/5/2023 12:00:00 AM,0.0971655607049,213.7598478729
1190,SYR2516,Northcliffe Rd,Forest Hill,Woodbine,300,5,0,9,Excellent,19,5/31/2023 12:00:00 AM,0.0624628568188,137.42628596359
1191,SYR1056,"Edwards Ave.,S.",Northcliffe,Glencove,200,5,24,9,Excellent,19,5/31/2023 12:00:00 AM,0.157743278912,348.288618445312
1192,SYR1558,Graves St,Beecher,Douglas,300,4,27,6,Fair,19,7/5/2023 12:00:00 AM,0.0533965090024,117.744115747707
1193,SYR2517,Northcliffe Rd,Woodbine,Hillsdale,400,5,28,8,Good,19,5/31/2023 12:00:00 AM,0.0637411037474,140.23816629229
1194,SYR1057,"Edwards Ave.,S.",Glencove,Sunnycrest,300,5,24,9,Excellent,19,5/31/2023 12:00:00 AM,0.15588610902,344.175426714619
1195,SYR1559,Graves St,Douglas,Highland Av,400,4,27,7,Good,19,7/5/2023 12:00:00 AM,0.0801447624249,176.751089288405
1196,SYR2518,Northcliffe Rd,Hillside,Collingwood,500,5,28,9,Excellent,19,5/31/2023 12:00:00 AM,0.061900117767,136.189289212213
1197,SYR1058,"Edwards Ave.,S.",Sunnycrest,Caleb,400,5,24,9,Excellent,19,5/31/2023 12:00:00 AM,0.141321883135,312.008252519845
1198,SYR156,"Avery Ave., N.",Kincaid,Milton,1200,7,36,7,Good,17,7/12/2023 12:00:00 AM,0.121476019608,268.070706847944
1199,SYR2519,Northcliffe Rd,Collingwood,S. Edwards,600,5,28,9,Excellent,19,5/31/2023 12:00:00 AM,0.0626793769071,137.904214914843
1200,SYR1560,Gray Ave,Teall,Dorchester,100,4,27,7,Good,19,7/12/2023 12:00:00 AM,0.114250318667,251.377531238506
1201,SYR1059,"Edwards Ave.,S.",Caleb,Burnet,500,5,31,9,Excellent,19,5/31/2023 12:00:00 AM,0.107579389592,237.504998660969
1202,SYR252,Beecher St.,Rosewood,Alvord/Highland,100,6,25,6,Fair,19,7/5/2023 12:00:00 AM,0.112194753792,247.267376513474
1203,SYR1563,Green St,Hawley,Howard,100,6,30,4,Poor,19,7/6/2023 12:00:00 AM,0.130596552837,287.574407635665
